,Unnamed: 0,obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,country,longitude,latitude,tags,brewery_id,average_rating,num_of_ratings,num_of_beers,total_check_ins,unique_user_check_ins,last_four_week_check_ins,brewery_desc,brewery
55,55,olde-main-brewing-co-and-restaurant-ames,Olde Main Brewing Co & Restaurant,brewpub,316 Main St,,,Ames,Iowa,,50010,http://www.oldemainbrewing.com/,5152320553.0,United States,-93.61410043,42.02503227,,https://untappd.com/brewery/3881,3.363,9731.0,2.0,13138,4809,1,"Our Brewmaster Cory O'Neel joined us in the spring of 2016. Cory is a 26-year veteran brewer who specializes in brewing quality control and microbiology. He and his crew have revolutionized the beer at Olde Main. If you haven't had his beer yet, you are missing out. The original eight tap lines have been upgraded to 16 so Cory and his staff have plenty of room to play. Come taste the 'New' Olde Main!! Show Less",Olde_Main_Brewing_Co_Restaurant
56,56,pallister-brothers-brewing-company-ottumwa,Pallister Brothers Brewing Company,micro,116 N Market St,,,Ottumwa,Iowa,,52501,,,United States,-92.41017240000001,41.01809420000001,,https://untappd.com/brewery/388130,3.676,240.0,36.0,271,104,30,An Ottumwa based brewing company dedicated to the production of small batch hand-crafted ales. Show Less,Pallister_Brothers_Brewing_Company
57,57,parkside-brewing-company-burlington,Parkside Brewing Company,brewpub,2601 Madison Ave,,,Burlington,Iowa,,52601-6622,http://www.parksidebrewing.com,3192092739.0,United States,-91.1079175,40.77905391,,https://untappd.com/brewery/288008,3.5810000000000004,5949.0,64.0,7381,3126,33,"Brewery and Brewpub based in Burlington, Iowa USA Show Less",Parkside_Brewing_Company
58,58,peace-tree-brewing-company-knoxville,Peace Tree Brewing Company,micro,107 W Main St,,,Knoxville,Iowa,,50138-2528,http://www.peacetreebrewing.com,6418422739.0,United States,-93.09970823,41.31903523,,https://untappd.com/brewery/4250,3.702,108135.0,352.0,154144,41903,593,"An independent craft brewery located in the heart of the mid-west, brewing handcrafted and full flavored brews! Show Less",Peace_Tree_Brewing_Company
59,59,pivo-brewery-calmar,PIVO Brewery,micro,101 Huber Dr,,,Calmar,Iowa,,52132,http://www.pivoblepta.com,5635621053.0,United States,,,,https://untappd.com/brewery/44177,2.924,19559.0,40.0,22851,7710,286,"С 1876 года наша компания занимается производством пива и безалкогольных напитков. Продукция реализуется преимущественно в России, а также в Казахстане, Монголии и Китае.
Весь цикл производства автоматизирован и происходит на новейшем зарубежном оборудовании от признанных мировых лидеров – фирм Huppmann, KHS, Alfa Laval, Jorg, Ziemann, Sig Simonazzi.
Наши сорта готовятся только из натурального сырья, соответствуют требованиям ГОСТа. Для производства мы используем эксклюзивные сорта солода, хмеля, уникальные коллекции дрожжей.
Наше предприятие занимает первое место в России по производству разливного пива.
Between 1993 and 2003 the plant was completely renovated: set a new, more advanced equipment from Germany, Sweden, Italy, established strict control over raw materials, launched new bottling line (PET and aluminum cans). Equipment of this class now have the largest Russian enterprises and leading breweries in Germany, UK, USA and Japan. Symbolic end of a cycle of modernization was the release of beer under the brand name ""Big Beer"". Total for the year, it took 80% of the beer market segment PET in Tomsk. And for two years has been the sales leader in the Novosibirsk and Kemerovo regions. In 2000 JSC ""Tomsk Beer"" was the first food company in Western Siberia, who successfully certified by ISO 9002 Quality System. Show Less",PIVO_Brewery
60,60,pulpit-rock-brewing-co-decorah,Pulpit Rock Brewing Co.,micro,207 College Dr,,,Decorah,Iowa,,52101-1304,http://www.pulpitrockbrewing.net,5633803610.0,United States,-91.7962545,43.30654024,,https://untappd.com/brewery/220411,4.2010000000000005,153817.0,385.0,201332,25494,1599,Show Less,Pulpit_Rock_Brewing_Co_
61,61,quarter-barrel-arcade-cedar-rapids,Quarter Barrel Arcade,brewpub,616 2nd Ave SE,,,Cedar Rapids,Iowa,,52401-1306,http://www.thequarterbarrel.com,3196211836.0,United States,-91.66318094,41.98062533,,https://untappd.com/brewery/160911,3.67,6518.0,55.0,8754,2320,67,Show Less,Quarter_Barrel_Arcade
62,62,reclaimed-rails-brewing-company-bondurant,Reclaimed Rails Brewing Company,micro,101 Main St. SE,,,Bondurant,Iowa,,50035-7722,http://www.reclaimedrailsbrewing.com,,United States,-93.461872,41.699717,,https://untappd.com/brewery/236045,3.7060000000000004,21172.0,210.0,27035,6634,175,"Our brewery and taproom is housed in the former legion hall that was built in 1948. This two story brick has rich community history and we will strive to continue that heritage. This truly is a brewery like no other in the state! The entire 2500 sq ft lower level is dedicated to the brewing process from start to finish. The 2500 sq ft upstairs is where the beer enters the glass, in the taproom. There is seating for over 100 people and a historic stage that is a must see. Come join us and see why we feel this is a great destination brewery! Show Less",Reclaimed_Rails_Brewing_Company
63,63,reunion-brewery-coralville,ReUnion Brewery,brewpub,516 2nd St,,,Coralville,Iowa,,52241-2614,http://www.reunionbrewery.com,3193373000.0,United States,-91.57498607,41.67171431,,https://untappd.com/brewery/237075,3.79,37839.0,102.0,50267,14688,607,"Iowa brewery cranking out delicious brews ranging from crisp, clean German lagers to big, hoppy American IPAs and everything in between. Snag a beer and a bite at our Coralville brew pub or enjoy a six pack from our Iowa City brewery! Show Less",ReUnion_Brewery
64,64,river-ridge-brewing-bellevue,River Ridge Brewing,micro,118 N Riverview St,,,Bellevue,Iowa,,52031-1248,http://www.riverridgebrewing.com,5632310299.0,United States,,,,https://untappd.com/brewery/297257,3.699,2977.0,144.0,3797,936,65,"Nano-brewery and taproom in Bellevue, IA.
#raisedhere #brewedhere Show Less",River_Ridge_Brewing
65,65,rustic-brew-hampton,Rustic Brew,brewpub,117 1st St NW,,,Hampton,Iowa,,50441-1701,http://www.rusticbrew.com,6414562141.0,United States,-93.20855984,42.74298149,,https://untappd.com/brewery/32987,3.696,17509.0,157.0,22036,5959,103,"Stepping in to Rustic Road Brewing Company is a unique experience, right in the heart of downtown Kenosha. We make our own beers right on site in small batches in the old Wisconsin artisan style. We pride ourselves in being unique enough to stand out, but unassuming enough to be enjoyable by everyone. We love great beer and love to share it with Kenosha! Show Less",Rustic_Brew
66,66,second-state-brewing-company-cedar-falls,Second State Brewing Company,micro,203 State St,,,Cedar Falls,Iowa,,50613-3360,,3192400692.0,United States,-92.4442681,42.53674424,,https://untappd.com/brewery/118454,3.603,59917.0,219.0,69592,20532,112,Show Less,Second_State_Brewing_Company
67,67,shiny-top-brewing-fort-dodge,Shiny Top Brewing,micro,520 Central Ave,,,Fort Dodge,Iowa,,50501-3810,http://www.shinytopbrewing.com,5153028055.0,United States,-94.19057896,42.50474204,,https://untappd.com/brewery/268845,3.5869999999999997,2579.0,62.0,3339,785,22,Show Less,Shiny_Top_Brewing
68,68,single-speed-brewing-co-waterloo,Single Speed Brewing Co,brewpub,325 Commercial St,,,Waterloo,Iowa,,50701,http://www.singlespeedbrewing.com,3198833604.0,United States,-92.34249686,42.49709571,,https://untappd.com/brewery/48133,3.8280000000000003,104864.0,303.0,145198,26563,1238,"Our mission is to brew beers built for the venturesome beer drinker, those unafraid to stray from the beaten path of simple flavors established by breweries much larger in size but not in creative energy. Show Less",Single_Speed_Brewing_Co
69,69,thew-brewing-company-cedar-rapids,Thew Brewing Company,micro,301 2nd Ave,,,Cedar Rapids,Iowa,,52404,http://www.thewbrew.com,3193438439.0,United States,-91.67294,42.035746,,https://untappd.com/brewery/385374,3.778,15212.0,179.0,19579,4741,203,"Built on a foundation of passion for great beer. Built for the community. Built for you. Since 2017, Thew Brewing Company has been dedicated to enriching every community it touches. The word ""thew"" is Middle English for strength and vitality. Originally suggested in jest, we quickly realized that the word perfectly described who we are: a company dedicated to infusing strength and vitality into the communities we touch. With consistent involvement with local businesses, charities, non-profits, and outreach programs, we aim to make everywhere we visit a little better than how we found it.
It is with great pleasure that we invite you to enjoy the beer we work so hard to perfect. Show Less",Thew_Brewing_Company
70,70,third-base-brewery-cedar-rapids,Third Base Brewery,brewpub,500 Blairs Ferry Rd NE Ste 2,,,Cedar Rapids,Iowa,,52402-1466,http://www.Thirdbasebrew.com,3193789090.0,United States,,,,https://untappd.com/brewery/10104,3.7710000000000004,16031.0,211.0,23814,4169,96,"The brewpub opened in 1996 as The Cedar Brewing Company and became Cedar Rapids, Iowa's first microbrewery since Prohibition. Show Less",Third_Base_Brewery
71,71,timbukbru-clarion,Timbukbru,micro,215 6th St SW,,,Clarion,Iowa,,50525,http://www.timbukbru.com,5155320015.0,United States,-93.740532,42.731535,,https://untappd.com/brewery/399600,3.8139999999999996,2440.0,54.0,3294,791,19,"Timbukbrü was created in the middle of nowhere and we think that's a great place to be!
This is where hard work and sticktoitiveness are celebrated.
It's here that five guys and a gal, driven by their mission to Do Epic Shit, had an idea, to create the world's most innovative beer, in the world's most unexpected location.
Enjoy the brew, enjoy the view and welcome to the other middle of nowhere. Show Less",Timbukbru
72,72,toppling-goliath-brewing-co-decorah,Toppling Goliath Brewing Co,micro,1600 Prosperity Rd,,,Decorah,Iowa,,52101,http://www.tgbrews.com,5633826198.0,United States,-91.72508409999999,43.272729299999995,,https://untappd.com/brewery/7532,4.154,1518976.0,98.0,2.35M+,"373,375","23,554","Named 2021 US Beer Open Grand National Champions. Founded in 2009 in beautiful Decorah, Iowa. World-renown for IPAs and barrel-aged stouts, distributing to over 30 states and brewing more than 35 beers. TG prides it’s-self in crafting truly top-shelf beer and is honored to be growing with the support of its many customers worldwide. Show Less",Toppling_Goliath_Brewing_Co
73,73,torrent-brewing-co-ames,Torrent Brewing Co,micro,504 Burnett Ave,,,Ames,Iowa,,50010-6178,http://www.torrentbrewingco.com,5152333155.0,United States,-93.61526616,42.02605341,,https://untappd.com/brewery/187023,3.6289999999999996,10937.0,200.0,13204,2900,66,"A focus on fun is what we’re all about. Hoppy IPA’s, sours and barrel aged beers drive us. Making a bunch of other fun seasonal beers keeps us on our toes. Come try something new and have fun with craft beer.
Cheers Show Less",Torrent_Brewing_Co
74,74,tractorlift-brewery-humboldt,TractorLift Brewery,micro,708 Sumner Ave,,,Humboldt,Iowa,,50548-1763,,5158909484.0,United States,-94.21895665,42.72094547,,https://untappd.com/brewery/277743,3.477,949.0,25.0,1192,658,17,Show Less,TractorLift_Brewery
75,75,twisted-vine-brewery-west-des-moines,Twisted Vine Brewery,micro,3320 Westown Pkwy,,,West Des Moines,Iowa,,50266-1111,http://www.twistedvinebrewery.com,5157202940.0,United States,-93.7489517,41.5936597,,https://untappd.com/brewery/23145,3.634,25132.0,139.0,32591,7215,180,Show Less,Twisted_Vine_Brewery
76,76,vs-restaurant-and-brewpub-keokuk,V's Restaurant and Brewpub,brewpub,3461 Main St,,,Keokuk,Iowa,,52632-2227,,3193138384.0,United States,-91.40894211,40.42055614,,https://untappd.com/brewery/290833,3.642,1076.0,20.0,1344,382,0,Show Less,V_s_Restaurant_and_Brewpub
77,77,west-o-beer-milford,West O Beer,micro,503 Terrace Park Blvd,,,Milford,Iowa,,51351-7300,http://www.westobeer.com,7123328090.0,United States,-95.14996965,43.34657697,,https://untappd.com/brewery/65918,3.6910000000000003,49287.0,150.0,70845,23260,454,Show Less,West_O_Beer
78,78,worth-brewing-co-northwood,Worth Brewing Co,brewpub,835 Central Ave,,,Northwood,Iowa,,50459-1519,http://www.worthbrewing.com,6413249899.0,United States,-93.219581,43.444038,,https://untappd.com/brewery/11288,3.719,4713.0,114.0,6290,1989,22,"Worth Brewing Company has reintroduced a great tradition, the locally owned brewery serving hand-crafted, high quality, distinctive beers.
The nation's small and mid-sized towns were once dotted with such breweries. Today Worth Brewing brings a bit of those days back to the delight of the growing number of those who appreciate locally brewed beers.
After nine years in it's original location North Iowa's oldest brewery has expanded! With a brand new 7 bbl system in a 120 year old building Worth Brewing is now able to distribute and host large parties and events. Show Less",Worth_Brewing_Co
79,0,backswing-brewing-co-lincoln,Backswing Brewing Co.,micro,500 W South St Ste 8,,,Lincoln,Nebraska,,68522-1744,http://www.backswingbrewing.com,4025154263.0,United States,,,,https://untappd.com/brewery/150606,3.5469999999999997,9415.0,13.0,13262,5281,139,Show Less,Backswing_Brewing_Co_
80,1,barley-boys-brewery-omaha,Barley Boys Brewery,planning,,,,Omaha,Nebraska,,68144-1922,http://www.barleyboysbrewery.com,4025986096.0,United States,,,,https://untappd.com/brewery/317750,0.0,5.0,0.0,7,5,0,Show Less,Barley_Boys_Brewery
81,2,benson-brewery-omaha,Benson Brewery,brewpub,6059 Maple St,,,Omaha,Nebraska,,68104-4050,http://www.bensonbrewery.com,4029348668.0,United States,-96.00634511,41.28489756,,https://untappd.com/brewery/20991,3.635,18427.0,34.0,22443,5654,68,"Cradled in the heart of Benson on Omaha’s north side – you will find an Omaha brewery known as Benson Brewery. A cozy neighborhood brew-pub, we are welcoming to all who look for friendly company, good conversation, homemade beers and solid drinks.
We believe a bar is what its patrons and community make it, which is why we serve true, locally sourced foods when possible, well-crafted brews, and drinks to please all.
The Benson Brewery is a pub for all times. From its reclaimed wooden flooring, to its warm interiors, modern brewery, and exposed brick walls – Benson Brewery is a place without pretense.
Our food, our drinks, our service and our space are inspired by old and new American traditions. Show Less",Benson_Brewery
82,3,blue-blood-brewing-company-lincoln,Blue Blood Brewing Company,brewpub,925 Robbers Cave Rd,,,Lincoln,Nebraska,,68502,http://www.bluebloodbrewing.com,4024772337.0,United States,-96.70701376,40.77999602,,https://untappd.com/brewery/19617,3.68,43454.0,0.0,56488,19575,11,"Craft beer. Justice. Served.
Our community is everything to us. We protected it as cops. We celebrate it as brewers.
Inspired by our roots in law enforcement and the homebrewing scene, our beer is meant to bring people together. It's crafted using the finest ingredients. It's scrutinized for strict adherence to our standards. It's brewed to be savored among the best of friends.
Because you have a right to know where your beer comes from. A right to great taste-and great memories. A right to have a little fun.
We swear to uphold those rights.
Closed as of May 16th, 2019. Show Less",Blue_Blood_Brewing_Company
